Station,Year,Month,PM2.5
42T,2024,Apr,19.0
42T,2024,May,15.0
42T,2024,Jun,11.0
42T,2024,Jul,13.0
42T,2024,Aug,11.0
42T,2024,Sep,9.0
42T,2024,Oct,10.0
42T,2024,Nov,9.0
42T,2024,Dec,12.0
63T,2024,Jan,21.0
63T,2024,Feb,21.0
63T,2024,Mar,20.0
63T,2024,Apr,16.0
63T,2024,May,15.0
63T,2024,Jun,11.0
63T,2024,Jul,14.0
63T,2024,Aug,12.0
63T,2024,Sep,9.0
63T,2024,Oct,12.0
63T,2024,Nov,8.0
63T,2024,Dec,12.0
44T,2024,Jan,17.0
44T,2024,Feb,18.0
44T,2024,Mar,20.0
44T,2024,Apr,20.0
44T,2024,May,16.0
44T,2024,Jun,12.0
44T,2024,Jul,14.0
44T,2024,Aug,12.0
44T,2024,Sep,10.0
44T,2024,Oct,10.0
44T,2024,Nov,10.0
44T,2024,Dec,13.0
89T,2024,Jan,19.0
89T,2024,Feb,19.0
89T,2024,Mar,18.0
89T,2024,Apr,14.0
89T,2024,May,12.0
89T,2024,Jun,10.0
89T,2024,Jul,13.0
89T,2024,Aug,12.0
89T,2024,Sep,9.0
89T,2024,Oct,9.0
89T,2024,Nov,9.0
89T,2024,Dec,12.0
43T,2024,Jan,27.0
43T,2024,Feb,29.0
43T,2024,Mar,27.0
43T,2024,Apr,25.0
43T,2024,May,18.0
43T,2024,Jun,13.0
43T,2024,Jul,14.0
43T,2024,Aug,12.0
43T,2024,Sep,10.0
43T,2024,Oct,10.0
43T,2024,Nov,10.0
43T,2024,Dec,13.0
62T,2024,Jan,20.0
62T,2024,Feb,21.0
62T,2024,Mar,19.0
62T,2024,Apr,16.0
62T,2024,May,14.0
62T,2024,Jun,11.0
62T,2024,Jul,14.0
62T,2024,Aug,12.0
62T,2024,Sep,10.0
62T,2024,Oct,9.0
62T,2024,Nov,8.0
62T,2024,Dec,12.0
100T,2024,Jan,27.0
100T,2024,Feb,25.0
100T,2024,Mar,22.0
100T,2024,Apr,16.0
100T,2024,May,11.0
100T,2024,Jun,9.0
100T,2024,Jul,9.0
100T,2024,Aug,8.0
100T,2024,Sep,9.0
100T,2024,Oct,12.0
100T,2024,Nov,15.0
100T,2024,Dec,18.0
105T,2024,Jan,26.0
105T,2024,Feb,30.0
105T,2024,Mar,28.0
105T,2024,Apr,29.0
105T,2024,May,19.0
105T,2024,Jun,12.0
105T,2024,Jul,12.0
105T,2024,Aug,12.0
105T,2024,Sep,13.0
105T,2024,Oct,14.0
105T,2024,Nov,17.0
105T,2024,Dec,20.0
77T,2024,Jan,44.0
77T,2024,Feb,46.0
77T,2024,Mar,36.0
77T,2024,Apr,30.0
77T,2024,May,20.0
77T,2024,Jun,15.0
77T,2024,Jul,14.0
77T,2024,Aug,16.0
77T,2024,Sep,17.0
77T,2024,Oct,18.0
77T,2024,Nov,21.0
77T,2024,Dec,26.0
71T,2024,Jan,43.0
71T,2024,Feb,37.0
71T,2024,Mar,27.0
71T,2024,Apr,19.0
71T,2024,May,11.0
71T,2024,Jun,7.0
71T,2024,Jul,6.0
71T,2024,Aug,7.0
71T,2024,Sep,8.0
71T,2024,Oct,10.0
71T,2024,Nov,13.0
71T,2024,Dec,18.0
31T,2024,Jan,36.0
31T,2024,Feb,26.0
31T,2024,Mar,22.0
31T,2024,Apr,19.0
31T,2024,May,18.0
31T,2024,Jun,11.0
31T,2024,Jul,12.0
31T,2024,Aug,11.0
31T,2024,Sep,13.0
31T,2024,Oct,15.0
31T,2024,Nov,19.0
31T,2024,Dec,24.0
74T,2024,Jan,36.0
74T,2024,Feb,23.0
74T,2024,Mar,19.0
74T,2024,Apr,15.0
74T,2024,May,14.0
74T,2024,Jun,12.0
74T,2024,Jul,12.0
74T,2024,Aug,11.0
74T,2024,Sep,13.0
74T,2024,Oct,15.0
74T,2024,Nov,16.0
74T,2024,Dec,21.0
30T,2024,Jan,35.0
30T,2024,Feb,21.0
30T,2024,Mar,18.0
30T,2024,Apr,14.0
30T,2024,May,13.0
30T,2024,Jun,6.0
30T,2024,Jul,7.0
30T,2024,Aug,6.0
30T,2024,Sep,9.0
30T,2024,Oct,13.0
30T,2024,Nov,18.0
30T,2024,Dec,21.0
29T,2024,Jan,39.0
29T,2024,Feb,29.0
29T,2024,Mar,25.0
29T,2024,Apr,21.0
29T,2024,May,21.0
29T,2024,Jun,13.0
29T,2024,Jul,13.0
29T,2024,Aug,13.0
29T,2024,Sep,16.0
29T,2024,Oct,17.0
29T,2024,Nov,19.0
29T,2024,Dec,29.0
28T,2024,Jan,35.0
28T,2024,Feb,27.0
28T,2024,Mar,22.0
28T,2024,Apr,18.0
28T,2024,May,20.0
28T,2024,Jun,15.0
28T,2024,Jul,12.0
28T,2024,Aug,14.0
28T,2024,Sep,9.0
28T,2024,Oct,13.0
28T,2024,Nov,12.0
28T,2024,Dec,25.0
87T,2024,Jan,30.0
87T,2024,Feb,32.0
87T,2024,Mar,28.0
87T,2024,Apr,19.0
87T,2024,May,17.0
87T,2024,Jun,12.0
87T,2024,Jul,13.0
87T,2024,Aug,18.0
87T,2024,Sep,21.0
87T,2024,Oct,20.0
87T,2024,Nov,22.0
87T,2024,Dec,25.0
34T,2024,Jan,36.0
34T,2024,Feb,24.0
34T,2024,Mar,20.0
34T,2024,Apr,17.0
34T,2024,May,15.0
34T,2024,Jun,8.0
34T,2024,Jul,10.0
34T,2024,Aug,12.0
34T,2024,Sep,8.0
34T,2024,Oct,12.0
34T,2024,Nov,18.0
34T,2024,Dec,19.0
33T,2024,Jan,33.0
33T,2024,Feb,23.0
33T,2024,Mar,20.0
33T,2024,Apr,17.0
33T,2024,May,15.0
33T,2024,Jun,10.0
33T,2024,Jul,12.0
33T,2024,Aug,20.0
33T,2024,Sep,15.0
33T,2024,Oct,19.0
33T,2024,Nov,20.0
33T,2024,Dec,24.0
32T,2024,Jan,37.0
32T,2024,Feb,24.0
32T,2024,Mar,20.0
32T,2024,Apr,16.0
32T,2024,May,18.0
32T,2024,Jun,9.0
32T,2024,Jul,10.0
32T,2024,Aug,10.0
32T,2024,Sep,12.0
32T,2024,Oct,16.0
32T,2024,Nov,17.0
32T,2024,Dec,22.0
60T,2024,Jan,41.0
60T,2024,Feb,36.0
60T,2024,Mar,28.0
60T,2024,Apr,24.0
60T,2024,May,16.0
60T,2024,Jun,12.0
60T,2024,Jul,11.0
60T,2024,Aug,13.0
60T,2024,Sep,15.0
60T,2024,Oct,18.0
60T,2024,Nov,22.0
60T,2024,Dec,26.0
79T,2024,Jan,50.0
79T,2024,Feb,50.0
79T,2024,Mar,44.0
79T,2024,Apr,45.0
79T,2024,May,26.0
79T,2024,Jun,20.0
79T,2024,Jul,19.0
79T,2024,Aug,15.0
79T,2024,Sep,24.0
79T,2024,Oct,29.0
79T,2024,Nov,35.0
79T,2024,Dec,35.0
26T,2024,Jan,54.0
26T,2024,Feb,41.0
26T,2024,Mar,32.0
26T,2024,Apr,34.0
26T,2024,May,23.0
26T,2024,Jun,14.0
26T,2024,Jul,13.0
26T,2024,Aug,11.0
26T,2024,Sep,14.0
26T,2024,Oct,18.0
26T,2024,Nov,29.0
26T,2024,Dec,38.0
24T,2024,Jan,47.0
24T,2024,Feb,48.0
24T,2024,Mar,40.0
24T,2024,Apr,32.0
24T,2024,May,30.0
24T,2024,Jun,18.0
24T,2024,Jul,19.0
24T,2024,Aug,24.0
24T,2024,Sep,27.0
24T,2024,Oct,36.0
24T,2024,Nov,34.0
24T,2024,Dec,41.0
25T,2024,Jan,36.0
25T,2024,Feb,36.0
25T,2024,Mar,29.0
25T,2024,Apr,30.0
25T,2024,May,20.0
25T,2024,Jun,13.0
25T,2024,Jul,14.0
25T,2024,Aug,15.0
25T,2024,Sep,16.0
25T,2024,Oct,16.0
25T,2024,Nov,19.0
25T,2024,Dec,23.0
21T,2024,Jan,40.0
21T,2024,Feb,36.0
21T,2024,Mar,29.0
21T,2024,Apr,31.0
21T,2024,May,20.0
21T,2024,Jun,12.0
21T,2024,Jul,12.0
21T,2024,Aug,12.0
21T,2024,Sep,12.0
21T,2024,Oct,16.0
21T,2024,Nov,21.0
21T,2024,Dec,28.0
85T,2024,Jan,41.0
85T,2024,Feb,36.0
85T,2024,Mar,33.0
85T,2024,Apr,36.0
85T,2024,May,19.0
85T,2024,Jun,12.0
85T,2024,Jul,12.0
85T,2024,Aug,13.0
85T,2024,Sep,13.0
85T,2024,Oct,15.0
85T,2024,Nov,17.0
85T,2024,Dec,20.0
84T,2024,Jan,54.0
84T,2024,Feb,32.0
84T,2024,Mar,24.0
84T,2024,Apr,26.0
84T,2024,May,17.0
84T,2024,Jun,9.0
84T,2024,Jul,9.0
84T,2024,Aug,9.0
84T,2024,Sep,14.0
84T,2024,Oct,20.0
84T,2024,Nov,28.0
84T,2024,Dec,36.0
103T,2024,Jan,34.0
103T,2024,Feb,27.0
103T,2024,Mar,25.0
103T,2024,Apr,26.0
103T,2024,May,17.0
103T,2024,Jun,10.0
103T,2024,Jul,12.0
103T,2024,Aug,10.0
103T,2024,Sep,10.0
103T,2024,Oct,12.0
103T,2024,Nov,19.0
103T,2024,Dec,23.0
99T,2024,Jan,42.0
99T,2024,Feb,44.0
99T,2024,Mar,40.0
99T,2024,Apr,40.0
99T,2024,May,22.0
99T,2024,Jun,13.0
99T,2024,Jul,14.0
99T,2024,Aug,15.0
99T,2024,Sep,16.0
99T,2024,Oct,23.0
99T,2024,Nov,25.0
99T,2024,Dec,30.0
104T,2024,Jan,42.0
104T,2024,Feb,43.0
104T,2024,Mar,38.0
104T,2024,Apr,41.0
104T,2024,May,23.0
104T,2024,Jun,11.0
104T,2024,Jul,12.0
104T,2024,Aug,13.0
104T,2024,Sep,16.0
104T,2024,Oct,24.0
104T,2024,Nov,28.0
104T,2024,Dec,35.0
57T,2024,Jan,26.0
57T,2024,Feb,35.0
57T,2024,Mar,58.0
57T,2024,Apr,66.0
57T,2024,May,39.0
57T,2024,Jun,10.0
57T,2024,Jul,9.0
57T,2024,Aug,6.0
57T,2024,Sep,8.0
57T,2024,Oct,11.0
57T,2024,Nov,11.0
57T,2024,Dec,15.0
73T,2024,Jan,30.0
73T,2024,Feb,43.0
73T,2024,Mar,108.0
73T,2024,Apr,91.0
73T,2024,May,39.0
73T,2024,Jun,14.0
73T,2024,Jul,11.0
73T,2024,Aug,10.0
73T,2024,Sep,12.0
73T,2024,Oct,18.0
73T,2024,Nov,21.0
73T,2024,Dec,27.0
35T,2024,Jan,27.0
35T,2024,Feb,35.0
35T,2024,Mar,70.0
35T,2024,Apr,84.0
35T,2024,May,37.0
35T,2024,Jun,13.0
35T,2024,Jul,12.0
35T,2024,Aug,10.0
35T,2024,Sep,12.0
35T,2024,Oct,17.0
35T,2024,Nov,21.0
35T,2024,Dec,26.0
36T,2024,Jan,24.0
36T,2024,Feb,34.0
36T,2024,Mar,74.0
36T,2024,Apr,82.0
36T,2024,May,29.0
36T,2024,Jun,9.0
36T,2024,Jul,9.0
36T,2024,Aug,9.0
36T,2024,Sep,9.0
36T,2024,Oct,14.0
36T,2024,Nov,17.0
36T,2024,Dec,22.0
41T,2024,Jan,38.0
41T,2024,Feb,44.0
41T,2024,Mar,38.0
41T,2024,Apr,44.0
41T,2024,May,22.0
41T,2024,Jun,11.0
41T,2024,Jul,10.0
41T,2024,Aug,11.0
41T,2024,Sep,10.0
41T,2024,Oct,16.0
41T,2024,Nov,24.0
41T,2024,Dec,31.0
67T,2024,Jan,34.0
67T,2024,Feb,51.0
67T,2024,Mar,73.0
67T,2024,Apr,76.0
67T,2024,May,38.0
67T,2024,Jun,19.0
67T,2024,Jul,15.0
67T,2024,Aug,15.0
67T,2024,Sep,17.0
67T,2024,Oct,28.0
67T,2024,Nov,32.0
67T,2024,Dec,36.0
75T,2024,Jan,24.0
75T,2024,Feb,41.0
75T,2024,Mar,75.0
75T,2024,Apr,82.0
75T,2024,May,38.0
75T,2024,Jun,26.0
75T,2024,Jul,26.0
75T,2024,Aug,27.0
75T,2024,Sep,28.0
75T,2024,Oct,33.0
75T,2024,Nov,38.0
75T,2024,Dec,38.0
70T,2024,Jan,29.0
70T,2024,Feb,51.0
70T,2024,Mar,71.0
70T,2024,Apr,73.0
70T,2024,May,32.0
70T,2024,Jun,10.0
70T,2024,Jul,9.0
70T,2024,Aug,8.0
70T,2024,Sep,10.0
70T,2024,Oct,17.0
70T,2024,Nov,20.0
70T,2024,Dec,26.0
86T,2024,Jan,35.0
86T,2024,Feb,44.0
86T,2024,Mar,50.0
86T,2024,Apr,46.0
86T,2024,May,15.0
86T,2024,Jun,7.0
86T,2024,Jul,8.0
86T,2024,Aug,7.0
86T,2024,Sep,8.0
86T,2024,Oct,13.0
86T,2024,Nov,23.0
86T,2024,Dec,45.0
69T,2024,Jan,33.0
69T,2024,Feb,50.0
69T,2024,Mar,59.0
69T,2024,Apr,58.0
69T,2024,May,26.0
69T,2024,Jun,9.0
69T,2024,Jul,9.0
69T,2024,Aug,8.0
69T,2024,Sep,9.0
69T,2024,Oct,15.0
69T,2024,Nov,20.0
69T,2024,Dec,26.0
58T,2024,Jan,18.0
58T,2024,Feb,33.0
58T,2024,Mar,111.0
58T,2024,Apr,84.0
58T,2024,May,23.0
58T,2024,Jun,6.0
58T,2024,Jul,5.0
58T,2024,Aug,4.0
58T,2024,Sep,5.0
58T,2024,Oct,8.0
58T,2024,Nov,10.0
58T,2024,Dec,10.0
37T,2024,Jan,41.0
37T,2024,Feb,69.0
37T,2024,Mar,82.0
37T,2024,Apr,71.0
37T,2024,May,31.0
37T,2024,Jun,11.0
37T,2024,Jul,10.0
37T,2024,Aug,9.0
37T,2024,Sep,10.0
37T,2024,Oct,15.0
37T,2024,Nov,19.0
37T,2024,Dec,26.0
38T,2024,Jan,26.0
38T,2024,Feb,42.0
38T,2024,Mar,61.0
38T,2024,Apr,60.0
38T,2024,May,25.0
38T,2024,Jun,9.0
38T,2024,Jul,8.0
38T,2024,Aug,8.0
38T,2024,Sep,8.0
38T,2024,Oct,12.0
38T,2024,Nov,15.0
38T,2024,Dec,22.0
94T,2024,Jan,32.0
94T,2024,Feb,45.0
94T,2024,Mar,46.0
94T,2024,Apr,55.0
94T,2024,May,22.0
94T,2024,Jun,8.0
94T,2024,Jul,9.0
94T,2024,Aug,8.0
94T,2024,Sep,8.0
94T,2024,Oct,13.0
94T,2024,Nov,20.0
94T,2024,Dec,27.0
98T,2024,Jan,45.0
98T,2024,Feb,51.0
98T,2024,Mar,46.0
98T,2024,Apr,49.0
98T,2024,May,25.0
98T,2024,Jun,12.0
98T,2024,Jul,14.0
98T,2024,Aug,13.0
98T,2024,Sep,14.0
98T,2024,Oct,22.0
98T,2024,Nov,31.0
98T,2024,Dec,38.0
97T,2024,Jan,30.0
97T,2024,Feb,46.0
97T,2024,Mar,40.0
97T,2024,Apr,46.0
97T,2024,May,22.0
97T,2024,Jun,11.0
97T,2024,Jul,12.0
97T,2024,Aug,11.0
97T,2024,Sep,11.0
97T,2024,Oct,17.0
97T,2024,Nov,26.0
97T,2024,Dec,32.0
95T,2024,Jan,34.0
95T,2024,Feb,42.0
95T,2024,Mar,40.0
95T,2024,Apr,49.0
95T,2024,May,20.0
95T,2024,Jun,8.0
95T,2024,Jul,10.0
95T,2024,Aug,9.0
95T,2024,Sep,10.0
95T,2024,Oct,15.0
95T,2024,Nov,28.0
95T,2024,Dec,38.0
96T,2024,Jan,49.0
96T,2024,Feb,65.0
96T,2024,Mar,62.0
96T,2024,Apr,55.0
96T,2024,May,23.0
96T,2024,Jun,6.0
96T,2024,Jul,7.0
96T,2024,Aug,4.0
96T,2024,Sep,6.0
96T,2024,Oct,14.0
96T,2024,Nov,23.0
96T,2024,Dec,30.0
92T,2024,Jan,33.0
92T,2024,Feb,42.0
92T,2024,Mar,52.0
92T,2024,Apr,64.0
92T,2024,May,27.0
92T,2024,Jun,11.0
92T,2024,Jul,12.0
92T,2024,Aug,10.0
92T,2024,Sep,11.0
92T,2024,Oct,15.0
92T,2024,Nov,21.0
92T,2024,Dec,26.0
76T,2024,Jan,41.0
76T,2024,Feb,59.0
76T,2024,Mar,65.0
76T,2024,Apr,43.0
76T,2024,May,19.0
76T,2024,Jun,8.0
76T,2024,Jul,8.0
76T,2024,Aug,8.0
76T,2024,Sep,10.0
76T,2024,Oct,14.0
76T,2024,Nov,21.0
76T,2024,Dec,29.0
68T,2024,Jan,28.0
68T,2024,Feb,45.0
68T,2024,Mar,72.0
68T,2024,Apr,65.0
68T,2024,May,26.0
68T,2024,Jun,11.0
68T,2024,Jul,11.0
68T,2024,Aug,11.0
68T,2024,Sep,11.0
68T,2024,Oct,19.0
68T,2024,Nov,23.0
68T,2024,Dec,31.0
40T,2024,Jan,28.0
40T,2024,Feb,42.0
40T,2024,Mar,61.0
40T,2024,Apr,60.0
40T,2024,May,25.0
40T,2024,Jun,9.0
40T,2024,Jul,8.0
40T,2024,Aug,8.0
40T,2024,Sep,8.0
40T,2024,Oct,14.0
40T,2024,Nov,16.0
40T,2024,Dec,22.0
39T,2024,Jan,26.0
39T,2024,Feb,43.0
39T,2024,Mar,62.0
39T,2024,Apr,60.0
39T,2024,May,25.0
39T,2024,Jun,9.0
39T,2024,Jul,8.0
39T,2024,Aug,8.0
39T,2024,Sep,8.0
39T,2024,Oct,12.0
39T,2024,Nov,15.0
39T,2024,Dec,22.0
61T,2024,Jan,33.0
61T,2024,Feb,27.0
61T,2024,Mar,22.0
61T,2024,Apr,22.0
61T,2024,May,19.0
61T,2024,Jun,13.0
61T,2024,Jul,13.0
61T,2024,Aug,13.0
61T,2024,Sep,
61T,2024,Oct,18.0
61T,2024,Nov,22.0
61T,2024,Dec,29.0
59T,2024,Jan,29.0
59T,2024,Feb,23.0
59T,2024,Mar,20.0
59T,2024,Apr,22.0
59T,2024,May,16.0
59T,2024,Jun,8.0
59T,2024,Jul,9.0
59T,2024,Aug,8.0
59T,2024,Sep,11.0
59T,2024,Oct,13.0
59T,2024,Nov,17.0
59T,2024,Dec,21.0
54R,2024,Jan,48.0
54R,2024,Feb,39.0
54R,2024,Mar,32.0
54R,2024,Apr,35.0
54R,2024,May,31.0
54R,2024,Jun,20.0
54R,2024,Jul,20.0
54R,2024,Aug,20.0
54R,2024,Sep,23.0
54R,2024,Oct,28.0
54R,2024,Nov,29.0
54R,2024,Dec,36.0
53R,2024,Jan,40.0
53R,2024,Feb,29.0
53R,2024,Mar,24.0
53R,2024,Apr,25.0
53R,2024,May,19.0
53R,2024,Jun,11.0
53R,2024,Jul,13.0
53R,2024,Aug,14.0
53R,2024,Sep,17.0
53R,2024,Oct,23.0
53R,2024,Nov,28.0
53R,2024,Dec,35.0
52R,2024,Jan,41.0
52R,2024,Feb,30.0
52R,2024,Mar,25.0
52R,2024,Apr,27.0
52R,2024,May,23.0
52R,2024,Jun,16.0
52R,2024,Jul,15.0
52R,2024,Aug,14.0
52R,2024,Sep,18.0
52R,2024,Oct,21.0
52R,2024,Nov,26.0
52R,2024,Dec,37.0
50R,2024,Jan,41.0
50R,2024,Feb,32.0
50R,2024,Mar,28.0
50R,2024,Apr,29.0
50R,2024,May,24.0
50R,2024,Jun,15.0
50R,2024,Jul,16.0
50R,2024,Aug,15.0
50R,2024,Sep,19.0
50R,2024,Oct,24.0
50R,2024,Nov,27.0
50R,2024,Dec,35.0
12T,2024,Jan,37.0
12T,2024,Feb,28.0
12T,2024,Mar,23.0
12T,2024,Apr,22.0
12T,2024,May,17.0
12T,2024,Jun,10.0
12T,2024,Jul,11.0
12T,2024,Aug,12.0
12T,2024,Sep,14.0
12T,2024,Oct,18.0
12T,2024,Nov,22.0
12T,2024,Dec,30.0
11T,2024,Jan,36.0
11T,2024,Feb,29.0
11T,2024,Mar,24.0
11T,2024,Apr,26.0
11T,2024,May,20.0
11T,2024,Jun,11.0
11T,2024,Jul,12.0
11T,2024,Aug,13.0
11T,2024,Sep,14.0
11T,2024,Oct,
11T,2024,Nov,23.0
11T,2024,Dec,29.0
10T,2024,Jan,38.0
10T,2024,Feb,29.0
10T,2024,Mar,23.0
10T,2024,Apr,22.0
10T,2024,May,18.0
10T,2024,Jun,10.0
10T,2024,Jul,10.0
10T,2024,Aug,10.0
10T,2024,Sep,12.0
10T,2024,Oct,16.0
10T,2024,Nov,21.0
10T,2024,Dec,29.0
03R,2024,Jan,45.0
03R,2024,Feb,34.0
03R,2024,Mar,27.0
03R,2024,Apr,26.0
03R,2024,May,24.0
03R,2024,Jun,16.0
03R,2024,Jul,15.0
03R,2024,Aug,15.0
03R,2024,Sep,18.0
03R,2024,Oct,25.0
03R,2024,Nov,28.0
03R,2024,Dec,34.0
05T,2024,Jan,41.0
05T,2024,Feb,31.0
05T,2024,Mar,27.0
05T,2024,Apr,27.0
05T,2024,May,22.0
05T,2024,Jun,14.0
05T,2024,Jul,15.0
05T,2024,Aug,15.0
05T,2024,Sep,17.0
05T,2024,Oct,19.0
05T,2024,Nov,21.0
05T,2024,Dec,29.0
02T,2024,Jan,45.0
02T,2024,Feb,34.0
02T,2024,Mar,28.0
02T,2024,Apr,27.0
02T,2024,May,23.0
02T,2024,Jun,16.0
02T,2024,Jul,16.0
02T,2024,Aug,14.0
02T,2024,Sep,18.0
02T,2024,Oct,22.0
02T,2024,Nov,27.0
02T,2024,Dec,37.0
81T,2024,Jan,44.0
81T,2024,Feb,33.0
81T,2024,Mar,25.0
81T,2024,Apr,29.0
81T,2024,May,19.0
81T,2024,Jun,11.0
81T,2024,Jul,11.0
81T,2024,Aug,10.0
81T,2024,Sep,16.0
81T,2024,Oct,21.0
81T,2024,Nov,30.0
81T,2024,Dec,34.0
27T,2024,Jan,55.0
27T,2024,Feb,31.0
27T,2024,Mar,22.0
27T,2024,Apr,22.0
27T,2024,May,19.0
27T,2024,Jun,12.0
27T,2024,Jul,12.0
27T,2024,Aug,15.0
27T,2024,Sep,20.0
27T,2024,Oct,27.0
27T,2024,Nov,40.0
27T,2024,Dec,49.0
14T,2024,Jan,50.0
14T,2024,Feb,36.0
14T,2024,Mar,29.0
14T,2024,Apr,30.0
14T,2024,May,25.0
14T,2024,Jun,17.0
14T,2024,Jul,16.0
14T,2024,Aug,15.0
14T,2024,Sep,19.0
14T,2024,Oct,22.0
14T,2024,Nov,29.0
14T,2024,Dec,38.0
19T,2024,Jan,38.0
19T,2024,Feb,29.0
19T,2024,Mar,23.0
19T,2024,Apr,22.0
19T,2024,May,17.0
19T,2024,Jun,12.0
19T,2024,Jul,12.0
19T,2024,Aug,14.0
19T,2024,Sep,17.0
19T,2024,Oct,20.0
19T,2024,Nov,23.0
19T,2024,Dec,29.0
17T,2024,Jan,32.0
17T,2024,Feb,25.0
17T,2024,Mar,22.0
17T,2024,Apr,22.0
17T,2024,May,18.0
17T,2024,Jun,10.0
17T,2024,Jul,10.0
17T,2024,Aug,11.0
17T,2024,Sep,13.0
17T,2024,Oct,17.0
17T,2024,Nov,20.0
17T,2024,Dec,28.0
18T,2024,Jan,55.0
18T,2024,Feb,37.0
18T,2024,Mar,35.0
18T,2024,Apr,34.0
18T,2024,May,30.0
18T,2024,Jun,22.0
18T,2024,Jul,21.0
18T,2024,Aug,21.0
18T,2024,Sep,25.0
18T,2024,Oct,31.0
18T,2024,Nov,34.0
18T,2024,Dec,42.0
08T,2024,Jan,45.0
08T,2024,Feb,32.0
08T,2024,Mar,28.0
08T,2024,Apr,27.0
08T,2024,May,24.0
08T,2024,Jun,15.0
08T,2024,Jul,16.0
08T,2024,Aug,16.0
08T,2024,Sep,19.0
08T,2024,Oct,21.0
08T,2024,Nov,26.0
08T,2024,Dec,33.0
16T,2024,Jan,36.0
16T,2024,Feb,26.0
16T,2024,Mar,21.0
16T,2024,Apr,22.0
16T,2024,May,17.0
16T,2024,Jun,9.0
16T,2024,Jul,10.0
16T,2024,Aug,10.0
16T,2024,Sep,13.0
16T,2024,Oct,18.0
16T,2024,Nov,20.0
16T,2024,Dec,29.0
20T,2024,Jan,47.0
20T,2024,Feb,37.0
20T,2024,Mar,29.0
20T,2024,Apr,29.0
20T,2024,May,21.0
20T,2024,Jun,10.0
20T,2024,Jul,10.0
20T,2024,Aug,12.0
20T,2024,Sep,18.0
20T,2024,Oct,21.0
20T,2024,Nov,30.0
20T,2024,Dec,33.0
22T,2024,Jan,52.0
22T,2024,Feb,32.0
22T,2024,Mar,26.0
22T,2024,Apr,29.0
22T,2024,May,22.0
22T,2024,Jun,11.0
22T,2024,Jul,11.0
22T,2024,Aug,11.0
22T,2024,Sep,17.0
22T,2024,Oct,24.0
22T,2024,Nov,34.0
22T,2024,Dec,48.0
13T,2024,Jan,38.0
13T,2024,Feb,27.0
13T,2024,Mar,23.0
13T,2024,Apr,25.0
13T,2024,May,18.0
13T,2024,Jun,10.0
13T,2024,Jul,9.0
13T,2024,Aug,9.0
13T,2024,Sep,10.0
13T,2024,Oct,13.0
13T,2024,Nov,20.0
13T,2024,Dec,31.0
